corps,activite,produit,variete,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Étanchéité,Produits d'étanchéité,Bitume,Bitume (Kg),12.272720045015754,12.272720045015754,13.21677543309389,11.32866465693762,11.32866465693762,12.508733892035291,13.68880312713296,12.650342200247012,13.547194818921238,13.499992049517333,13.469082149174184,13.58057952157354,13.364062,13.26994,13.304310000000001
Étanchéité,Produits d'étanchéité,Carton bitumé,27S (m²),15.885916402748496,15.885916402748496,16.446595805198445,16.820382073498408,16.820382073498408,17.287614908873362,17.754847744248316,20.091011921123094,19.623779085748136,19.06309968329819,19.031105116717583,18.97257592472706,18.6847,18.719119999999997,18.994760000000003
Étanchéité,Produits d'étanchéité,Carton bitumé,36S (m²),21.75077090332546,21.75077090332546,22.34397374614343,23.332645150840044,23.332645150840044,22.73944230802207,22.98661015919623,25.903190803051235,25.211120819763604,23.728113712718688,23.67134607927836,23.713509748090853,23.525200000000005,23.427636000000003,23.427636000000003
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux grès,33x33 à 50x50  (m²),63.22106968432914,63.22106968432914,68.084228890816,72.30403766771369,72.19216637211812,67.88378474258472,69.82904842517948,70.14665260328819,73.17113068849399,74.59620253891643,72.81555005565558,72.62207559077393,72.637531,72.805875,74.333725
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux granito,33x33 & similraires (m²),58.31237016133497,58.31237016133497,62.79793709682227,65.48927725811467,61.90082370972482,59.65804024198117,63.69505048391974,70.75533284037677,74.46041112908927,77.15175129038165,81.45486488918021,80.53934952383035,78.3918,78.58350000000002,79.7888
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux ciment ,20x20 (m²),37.79871483744074,38.32369698796075,41.99857204160082,40.077137370697585,39.72014950834397,39.373661289000765,39.373661289000765,41.99857204160082,42.52355419212083,42.62855062222483,40.899095983765925,40.59909526698666,41.431400000000004,40.82415,39.3363
Revêtement ,"Articles divers en céramique, ciment et bois",Carreaux de faïence,15x15 à 20x60 (m²),54.08257196807475,54.08257196807475,56.397100876052576,62.52906495469521,62.6864529204377,61.74426966355202,60.41664072807337,67.5424680830718,70.35621428594362,73.32844882072997,71.11539230162191,70.60454068950331,67.95519,69.113725,70.160025
Revêtement ,"Articles divers en céramique, ciment et bois",Parquet,Stratifié AC3 (m²),61.271519520295605,61.271519520295605,65.98471332954912,70.95200497084876,69.40481923080482,65.64997007288349,68.65663933045674,70.11163582181696,73.7922786188905,76.32374566346142,77.72647614113798,77.10955183051868,76.28580000000001,76.46312500000002,77.239625
Revêtement ,"Articles divers en céramique, ciment et bois",Plinthe,Grès (m²),60.03703264913543,60.03703264913543,64.65526592983815,64.65526592983815,60.96067930527597,58.18973933685433,59.57520932106515,65.80982425001382,63.7316192736976,65.11708925790842,64.97517016390402,65.37019120882842,64.207076,63.677600000000005,63.677600000000005
Revêtement ,Produits en marbre et granit,Marbre local,Qualité économique  (m²),386.36981872106634,389.2102532968405,393.37247686502894,374.89426648376485,341.3100134759675,347.7241867407252,358.90988153672254,356.2982913543282,363.68271867786575,360.8251511857123,373.6743339298086,372.5542863299646,369.1149,353.6916666666667,358.5818933333333
